,YGAP_BOJ,SR,LR1Y,LR2Y,LR3Y,LR5Y,LR7Y,LR9Y,LR10Y,EBP,INFL,PGR,IOR
2008-2,1.248957759,0.506666667,0.664,0.777333333,0.928333333,1.172,1.300333333,1.526666667,1.613,0.672031401,0.467321654,-0.1,0
2008-3,-0.01138822,0.500666667,0.639,0.75,0.890333333,1.095666667,1.179333333,1.431333333,1.522333333,1.314159507,0.960317155,-0.1,0
2008-4,-1.551020973,0.333,0.541666667,0.596333333,0.725333333,0.923333333,1.009333333,1.360666667,1.434333333,3.146634847,-0.720475908,-0.1,0.066666667
2009-1,-5.807152279,0.110333333,0.313333333,0.391333333,0.508,0.736333333,0.858,1.185,1.288333333,2.826039343,-0.759310423,-0.1,0.1
2009-2,-5.959718646,0.103333333,0.237333333,0.378333333,0.511333333,0.827,1.072666667,1.361333333,1.449666667,1.451563225,-0.453462997,0,0.1
2009-3,-4.974599411,0.103333333,0.174666667,0.248,0.357333333,0.663,0.918666667,1.221666667,1.353333333,0.098319883,-0.409861107,0.1,0.1
2009-4,-3.829440764,0.104,0.168333333,0.220666667,0.317,0.586333333,0.871666667,1.19,1.321333333,-0.252082707,-0.100493184,0.2,0.1
2010-1,-2.832835579,0.098,0.124333333,0.154333333,0.244666667,0.521333333,0.846,1.189333333,1.343,-0.142788811,0.018685073,0.2,0.1
2010-2,-2.220437871,0.093,0.135333333,0.156666667,0.215,0.462333333,0.755666667,1.119,1.286,-0.158803577,-0.505556596,0.3,0.1
2010-3,-1.314801971,0.093333333,0.122,0.135333333,0.161,0.327333333,0.564666667,0.903,1.057,-0.06107781,-0.5092999,0.4,0.1
2010-4,-1.253016057,0.089666667,0.132333333,0.161,0.211,0.374,0.606,0.913666667,1.047666667,-0.192392008,0.230710587,0.4,0.1
2011-1,-1.631227893,0.087666667,0.158666667,0.208666667,0.305333333,0.527666667,0.817666667,1.133333333,1.251,-0.209195122,-0.093419034,0.5,0.1
2011-2,-2.315181519,0.066666667,0.148,0.182333333,0.249666667,0.460333333,0.734333333,1.051,1.185666667,-0.145174733,0.119469135,0.6,0.1
2011-3,-1.250445872,0.078,0.119666667,0.143666667,0.196666667,0.366666667,0.603,0.919,1.058666667,0.079729352,0.002583286,0.6,0.1
2011-4,-0.473718514,0.078666667,0.117666667,0.134666667,0.195,0.361333333,0.58,0.883,1.009,0.196693532,-0.107618755,0.7,0.1
2012-1,-0.129214944,0.083,0.116,0.117666667,0.174666667,0.334333333,0.57,0.866333333,0.988333333,-0.060507813,-0.033575674,0.7,0.1
2012-2,-0.785829453,0.078333333,0.108,0.104666667,0.123333333,0.258,0.492666667,0.772333333,0.892333333,-0.060890789,0.110514647,0.7,0.1
2012-3,-1.228907784,0.085,0.101666667,0.098,0.101,0.206,0.421,0.680666667,0.797,-0.145811933,-0.106337982,0.8,0.1
2012-4,-1.359077713,0.084333333,0.099666667,0.098333333,0.099666667,0.19,0.395333333,0.642,0.756,-0.147051472,0.038701659,0.8,0.1
2013-1,-1.300651588,0.082666667,0.066666667,0.057333333,0.062666667,0.144,0.358,0.610333333,0.712666667,-0.083304421,-0.596433953,0.8,0.1
2013-2,-0.909458024,0.073,0.104,0.121,0.158666667,0.298,0.497666667,0.683333333,0.736,-0.349879999,0.705452387,0.8,0.1
2013-3,-0.357705197,0.072666667,0.102333333,0.118,0.143666667,0.284666667,0.498333333,0.711666667,0.769333333,-0.098122018,0.646872064,0.8,0.1
2013-4,0.418930191,0.072333333,0.084666667,0.094333333,0.123666667,0.208333333,0.383333333,0.575,0.640666667,-0.062268532,0.420556285,0.8,0.1
2014-1,0.575288843,0.074,0.074666667,0.081333333,0.109333333,0.196666667,0.361666667,0.554666667,0.629,-0.279199628,-0.688408413,0.8,0.1
2014-2,-0.120352,0.066666667,0.08,0.085,0.103666667,0.187,0.333333333,0.524,0.602666667,-0.367425218,1.104444094,0.8,0.1
2014-3,-0.193968141,0.067,0.053333333,0.070333333,0.086666667,0.159666667,0.274333333,0.452333333,0.533666667,-0.308225639,0.374133147,0.9,0.1
2014-4,-0.193067943,0.064,0.009,0.016,0.03,0.108333333,0.202666667,0.367,0.449,-0.055825633,-0.028353874,0.9,0.1
2015-1,-0.028526254,0.073333333,0.003333333,0.011333333,0.023333333,0.077666667,0.125,0.273666667,0.340666667,-0.20372611,0.494563167,0.9,0.1
2015-2,-0.314327024,0.067333333,0.002333333,0.000666667,0.010333333,0.102333333,0.179,0.336666667,0.404333333,0.043846031,-0.524954892,0.9,0.1
2015-3,-0.389359197,0.074333333,0.005333333,0.007,0.017333333,0.086333333,0.156666667,0.319333333,0.395333333,0.364004034,-0.025600854,0.9,0.1
2015-4,-0.479261093,0.076333333,-0.012666667,-0.010666667,0.003666667,0.043333333,0.089,0.232,0.31,0.522708581,0.024639748,0.9,0.1
2016-1,-0.406726361,0.034666667,-0.126666667,-0.142333333,-0.143666667,-0.119,-0.106666667,-0.002333333,0.061666667,0.800667616,0.173347842,0.9,-0.033333333
2016-2,-0.557454343,-0.050333333,-0.251,-0.252,-0.255666667,-0.241,-0.241666667,-0.167333333,-0.119666667,0.154636866,-0.486206291,1,-0.1
2016-3,-0.23590231,-0.046,-0.277,-0.255,-0.252333333,-0.239333333,-0.250666667,-0.179666667,-0.129333333,-0.056353029,-0.10606023,1,-0.1
2016-4,0.226248648,-0.043333333,-0.302666667,-0.217333333,-0.190666667,-0.145,-0.115333333,-0.046333333,-0.004666667,-0.379413018,0.185507447,1,-0.1
2017-1,0.477470882,-0.041666667,-0.299,-0.240333333,-0.176333333,-0.119333333,-0.041666667,0.039666667,0.074,-0.20137641,0.419432852,1,-0.1
2017-2,0.864194898,-0.054333333,-0.174333333,-0.168333333,-0.149,-0.121666667,-0.078666667,0.005333333,0.042333333,-0.156663969,-0.06277113,1,-0.1
2017-3,1.021223032,-0.053666667,-0.125666667,-0.128,-0.11,-0.088333333,-0.049,0.017333333,0.048333333,-0.17809894,0.175300279,1.1,-0.1
2017-4,1.28244131,-0.042333333,-0.161333333,-0.157666667,-0.131333333,-0.105666667,-0.059666667,0.014333333,0.050333333,-0.205532484,0.338612892,1.1,-0.1
2018-1,1.335427393,-0.048,-0.144333333,-0.146,-0.111333333,-0.097333333,-0.043,0.03,0.061,-0.282080486,0.300465502,1.1,-0.1
2018-2,1.515640051,-0.065,-0.137,-0.139,-0.122666667,-0.108333333,-0.053666667,0.011666667,0.045666667,-0.191473559,-0.004335117,1.1,-0.1
2018-3,1.269288521,-0.062666667,-0.119666667,-0.118333333,-0.102666667,-0.080666667,-0.019666667,0.052333333,0.094333333,-0.166424096,0.309953102,1.1,-0.1
2018-4,1.982288963,-0.066,-0.152333333,-0.132333333,-0.122666667,-0.093666667,-0.05,0.044,0.102,0.140143937,0.237364821,1.1,-0.1
2019-1,1.299599312,-0.054333333,-0.171,-0.164,-0.168,-0.166,-0.164666667,-0.077333333,-0.015,0.020975355,0.207259664,1.1,-0.1
